Population	Exposed	Symptomatic	Asymptomatic	Death	Recovered	MinutesPassed
100000	2	0	0	0	0	725,3832
100000	2	0	0	0	0	729,3832
100000	2	0	0	0	0	733,3832
100000	2	0	0	0	0	737,3832
100000	2	0	0	0	0	741,3832
100000	2	0	0	0	0	745,3832
100000	2	0	0	0	0	749,3832
100000	2	0	0	0	0	753,3832
100000	2	0	0	0	0	757,3832
100000	2	0	0	0	0	761,3832
100000	2	0	0	0	0	765,3832
100000	2	0	0	0	0	769,3832
100000	2	0	0	0	0	773,3832
100000	2	0	0	0	0	777,3832
100000	2	0	0	0	0	781,3832
100000	2	0	0	0	0	785,3832
100000	2	0	0	0	0	789,3832
100000	2	0	0	0	0	793,3832
100000	2	0	0	0	0	797,3832
100000	2	0	0	0	0	801,3832
100000	2	0	0	0	0	805,3832
100000	2	0	0	0	0	809,3832
100000	2	0	0	0	0	813,3832
100000	2	0	0	0	0	817,3832
100000	2	0	0	0	0	821,3832
100000	2	0	0	0	0	825,3832
100000	2	0	0	0	0	829,3832
100000	2	0	0	0	0	833,3832
100000	2	0	0	0	0	837,3832
100000	2	0	0	0	0	841,3832
100000	2	0	0	0	0	845,3832
100000	2	0	0	0	0	849,3832
100000	2	0	0	0	0	853,3832
100000	2	0	0	0	0	857,3832
100000	2	0	0	0	0	861,3832
100000	2	0	0	0	0	865,3832
100000	2	0	0	0	0	869,3832
100000	2	0	0	0	0	873,3832
100000	2	0	0	0	0	877,3832
100000	2	0	0	0	0	881,3832
100000	2	0	0	0	0	885,3832
100000	2	0	0	0	0	889,3832
100000	2	0	0	0	0	893,3832
100000	2	0	0	0	0	897,3832
100000	2	0	0	0	0	901,3832
100000	2	0	0	0	0	905,3832
100000	2	0	0	0	0	909,3832
100000	2	0	0	0	0	913,3832
100000	2	0	0	0	0	917,3832
100000	2	0	0	0	0	921,3832
100000	2	0	0	0	0	925,3832
100000	2	0	0	0	0	929,3832
100000	2	0	0	0	0	933,3832
100000	2	0	0	0	0	937,3832
100000	2	0	0	0	0	941,3832
100000	2	0	0	0	0	945,3832
100000	2	0	0	0	0	949,3832
100000	2	0	0	0	0	953,3832
100000	2	0	0	0	0	957,3832
100000	2	0	0	0	0	961,3832
100000	2	0	0	0	0	965,3832
100000	2	0	0	0	0	969,3832
100000	2	0	0	0	0	973,3832
100000	2	0	0	0	0	977,3832
100000	2	0	0	0	0	981,3832
100000	2	0	0	0	0	985,2306
100000	2	0	0	0	0	989,0737
100000	2	0	0	0	0	993,0737
100000	2	0	0	0	0	995,541
100000	2	0	0	0	0	998,9414
100000	2	0	0	0	0	1002,941
100000	2	0	0	0	0	1006,582
100000	2	0	0	0	0	1008,762
100000	2	0	0	0	0	1012,162
100000	2	0	0	0	0	1014,78
100000	2	0	0	0	0	1016,996
100000	2	0	0	0	0	1018,443
100000	2	0	0	0	0	1020,756
100000	2	0	0	0	0	1023,333
100000	2	0	0	0	0	1024,804
100000	2	0	0	0	0	1026,592
100000	2	0	0	0	0	1028,378
100000	2	0	0	0	0	1030,499
100000	2	0	0	0	0	1031,875
100000	2	0	0	0	0	1033,816
100000	2	0	0	0	0	1035,4
100000	2	0	0	0	0	1036,961
100000	2	0	0	0	0	1038,623
100000	2	0	0	0	0	1040,092
100000	2	0	0	0	0	1041,988
100000	2	0	0	0	0	1043,384
100000	2	0	0	0	0	1045,686
100000	2	0	0	0	0	1047,871
100000	2	0	0	0	0	1049,46
100000	2	0	0	0	0	1052,18
100000	2	0	0	0	0	1054,317
100000	2	0	0	0	0	1058,317
100000	2	0	0	0	0	1059,99
100000	2	0	0	0	0	1063,99
100000	2	0	0	0	0	1067,99
100000	2	0	0	0	0	1071,99
100000	2	0	0	0	0	1075,99
100000	2	0	0	0	0	1079,99
100000	2	0	0	0	0	1083,99
100000	2	0	0	0	0	1087,99
100000	2	0	0	0	0	1091,99
100000	2	0	0	0	0	1095,99
100000	2	0	0	0	0	1099,99
100000	2	0	0	0	0	1103,99
100000	2	0	0	0	0	1107,99
100000	2	0	0	0	0	1111,99
100000	2	0	0	0	0	1115,99
100000	2	0	0	0	0	1119,99
100000	2	0	0	0	0	1123,99
100000	2	0	0	0	0	1127,99
100000	2	0	0	0	0	1131,99
100000	2	0	0	0	0	1135,99
100000	2	0	0	0	0	1139,99
100000	2	0	0	0	0	1143,99
100000	2	0	0	0	0	1147,99
100000	2	0	0	0	0	1151,99
100000	2	0	0	0	0	1155,99
100000	2	0	0	0	0	1159,99
100000	2	0	0	0	0	1163,99
100000	2	0	0	0	0	1167,99
100000	2	0	0	0	0	1171,99
100000	2	0	0	0	0	1175,99
100000	2	0	0	0	0	1179,99
100000	2	0	0	0	0	1183,99
100000	2	0	0	0	0	1187,99
100000	2	0	0	0	0	1191,99
100000	2	0	0	0	0	1195,99
100000	2	0	0	0	0	1199,99
100000	2	0	0	0	0	1203,99
100000	2	0	0	0	0	1207,99
100000	2	0	0	0	0	1211,99
100000	2	0	0	0	0	1215,99
100000	2	0	0	0	0	1219,99
100000	2	0	0	0	0	1223,99
100000	2	0	0	0	0	1227,99
100000	2	0	0	0	0	1231,99
100000	2	0	0	0	0	1235,99
100000	2	0	0	0	0	1239,99
100000	2	0	0	0	0	1243,99
100000	2	0	0	0	0	1247,99
100000	2	0	0	0	0	1251,99
100000	2	0	0	0	0	1255,99
100000	2	0	0	0	0	1259,99
100000	2	0	0	0	0	1263,99
100000	2	0	0	0	0	1267,99
100000	2	0	0	0	0	1271,99
100000	2	0	0	0	0	1275,99
100000	2	0	0	0	0	1279,99
100000	2	0	0	0	0	1283,99
100000	2	0	0	0	0	1287,99
100000	2	0	0	0	0	1291,99
100000	2	0	0	0	0	1295,99
100000	2	0	0	0	0	1299,99
100000	2	0	0	0	0	1303,99
100000	2	0	0	0	0	1307,99
100000	2	0	0	0	0	1311,99
100000	2	0	0	0	0	1315,99
100000	2	0	0	0	0	1319,99
100000	2	0	0	0	0	1323,99
100000	2	0	0	0	0	1327,99
100000	2	0	0	0	0	1331,99
100000	2	0	0	0	0	1334,154
100000	2	0	0	0	0	1337,151
100000	2	0	0	0	0	1339,615
100000	2	0	0	0	0	1342,345
100000	2	0	0	0	0	1346,335
100000	2	0	0	0	0	1348,289
100000	2	0	0	0	0	1350,134
100000	2	0	0	0	0	1354,134
100000	2	0	0	0	0	1356,665
100000	2	0	0	0	0	1358,229
100000	2	0	0	0	0	1362,229
100000	2	0	0	0	0	1366,229
100000	2	0	0	0	0	1368,632
100000	2	0	0	0	0	1372,632
100000	2	0	0	0	0	1376,632
100000	2	0	0	0	0	1378,47
100000	2	0	0	0	0	1380,141
100000	2	0	0	0	0	1384,141
100000	2	0	0	0	0	1386,751
100000	2	0	0	0	0	1388,812
100000	2	0	0	0	0	1392,301
100000	2	0	0	0	0	1395,605
100000	2	0	0	0	0	1399,605
100000	2	0	0	0	0	1403,605
100000	2	0	0	0	0	1407,605
100000	2	0	0	0	0	1411,605
100000	2	0	0	0	0	1415,605
100000	2	0	0	0	0	1419,605
100000	2	0	0	0	0	1423,605
100000	2	0	0	0	0	1427,605
100000	2	0	0	0	0	1431,605
100000	2	0	0	0	0	1435,605
100000	2	0	0	0	0	1439,605
100000	2	0	0	0	0	1443,605
100000	2	0	0	0	0	1447,605
100000	2	0	0	0	0	1451,605
100000	2	0	0	0	0	1455,605
100000	2	0	0	0	0	1459,605
100000	2	0	0	0	0	1463,605
100000	2	0	0	0	0	1467,605
100000	2	0	0	0	0	1471,605
100000	2	0	0	0	0	1475,605
100000	2	0	0	0	0	1479,605
100000	2	0	0	0	0	1483,605
100000	2	0	0	0	0	1487,605
100000	2	0	0	0	0	1491,605
100000	2	0	0	0	0	1495,605
100000	2	0	0	0	0	1499,605
100000	2	0	0	0	0	1503,605
100000	2	0	0	0	0	1507,605
100000	2	0	0	0	0	1511,605
100000	2	0	0	0	0	1515,605
100000	2	0	0	0	0	1519,605
100000	2	0	0	0	0	1523,605
100000	2	0	0	0	0	1527,605
100000	2	0	0	0	0	1531,605
100000	2	0	0	0	0	1535,605
100000	2	0	0	0	0	1539,605
100000	2	0	0	0	0	1543,605
100000	2	0	0	0	0	1547,605
100000	2	0	0	0	0	1551,605
100000	2	0	0	0	0	1555,605
100000	2	0	0	0	0	1559,605
100000	2	0	0	0	0	1563,605
100000	2	0	0	0	0	1567,605
100000	2	0	0	0	0	1571,605
100000	2	0	0	0	0	1575,605
100000	2	0	0	0	0	1579,605
100000	2	0	0	0	0	1583,605
100000	2	0	0	0	0	1587,605
100000	2	0	0	0	0	1591,605
100000	2	0	0	0	0	1595,605
100000	2	0	0	0	0	1599,605
100000	2	0	0	0	0	1603,605
100000	2	0	0	0	0	1607,605
100000	2	0	0	0	0	1611,605
100000	2	0	0	0	0	1615,605
100000	2	0	0	0	0	1619,605
100000	2	0	0	0	0	1623,605
100000	2	0	0	0	0	1627,605
100000	2	0	0	0	0	1631,605
100000	2	0	0	0	0	1635,605
100000	2	0	0	0	0	1639,605
100000	2	0	0	0	0	1643,605
100000	2	0	0	0	0	1647,605
100000	2	0	0	0	0	1651,605
100000	2	0	0	0	0	1655,605
100000	2	0	0	0	0	1659,605
100000	2	0	0	0	0	1663,605
100000	2	0	0	0	0	1667,605
100000	2	0	0	0	0	1671,605
100000	2	0	0	0	0	1675,605
100000	2	0	0	0	0	1679,605
100000	2	0	0	0	0	1683,605
100000	2	0	0	0	0	1687,605
100000	2	0	0	0	0	1691,204
100000	2	0	0	0	0	1695,122
100000	2	0	0	0	0	1699,122
100000	2	0	0	0	0	1701,636
100000	2	0	0	0	0	1705,464
100000	2	0	0	0	0	1709,464
100000	2	0	0	0	0	1711,842
100000	2	0	0	0	0	1715,842
100000	2	0	0	0	0	1719,842
100000	2	0	0	0	0	1722,206
100000	2	0	0	0	0	1724,538
100000	2	0	0	0	0	1728,538
100000	2	0	0	0	0	1732,538
100000	2	0	0	0	0	1736,435
100000	2	0	0	0	0	1740,435
100000	2	0	0	0	0	1744,435
100000	2	0	0	0	0	1748,435
100000	2	0	0	0	0	1752,435
100000	2	0	0	0	0	1756,435
100000	2	0	0	0	0	1760,435
100000	2	0	0	0	0	1764,435
100000	2	0	0	0	0	1768,435
100000	2	0	0	0	0	1772,435
100000	2	0	0	0	0	1776,435
100000	2	0	0	0	0	1780,435
100000	2	0	0	0	0	1784,435
100000	2	0	0	0	0	1788,435
100000	2	0	0	0	0	1792,435
100000	2	0	0	0	0	1796,435
100000	2	0	0	0	0	1800,435
100000	2	0	0	0	0	1804,435
100000	2	0	0	0	0	1808,435
100000	2	0	0	0	0	1812,435
100000	2	0	0	0	0	1816,435
100000	2	0	0	0	0	1820,435
100000	2	0	0	0	0	1824,435
100000	2	0	0	0	0	1828,435
100000	2	0	0	0	0	1832,435
100000	2	0	0	0	0	1836,435
100000	2	0	0	0	0	1840,435
100000	2	0	0	0	0	1844,435
100000	2	0	0	0	0	1848,435
100000	2	0	0	0	0	1852,435
100000	2	0	0	0	0	1856,435
100000	2	0	0	0	0	1860,435
100000	2	0	0	0	0	1864,435
100000	2	0	0	0	0	1868,435
100000	2	0	0	0	0	1872,435
100000	2	0	0	0	0	1876,435
100000	2	0	0	0	0	1880,435
100000	2	0	0	0	0	1884,435
100000	2	0	0	0	0	1888,435
100000	2	0	0	0	0	1892,435
100000	2	0	0	0	0	1896,435
100000	2	0	0	0	0	1900,435
100000	2	0	0	0	0	1904,435
100000	2	0	0	0	0	1908,435
100000	2	0	0	0	0	1912,435
100000	2	0	0	0	0	1916,435
100000	2	0	0	0	0	1920,435
100000	2	0	0	0	0	1924,435
100000	2	0	0	0	0	1928,435
100000	2	0	0	0	0	1932,435
100000	2	0	0	0	0	1936,435
100000	2	0	0	0	0	1940,435
100000	2	0	0	0	0	1944,435
100000	2	0	0	0	0	1948,435
100000	2	0	0	0	0	1952,435
100000	2	0	0	0	0	1956,435
100000	2	0	0	0	0	1960,435
100000	2	0	0	0	0	1964,435
100000	2	0	0	0	0	1968,435
100000	2	0	0	0	0	1972,435
100000	2	0	0	0	0	1976,435
100000	2	0	0	0	0	1980,435
100000	2	0	0	0	0	1984,435
100000	2	0	0	0	0	1988,435
100000	2	0	0	0	0	1992,435
100000	2	0	0	0	0	1996,435
100000	2	0	0	0	0	2000,435
100000	2	0	0	0	0	2004,435
100000	2	0	0	0	0	2008,435
100000	2	0	0	0	0	2012,435
100000	2	0	0	0	0	2016,435
100000	2	0	0	0	0	2020,435
100000	2	0	0	0	0	2024,435
100000	2	0	0	0	0	2028,435
100000	2	0	0	0	0	2032,435
100000	2	0	0	0	0	2036,435
100000	2	0	0	0	0	2039,175
100000	2	0	0	0	0	2043,175
100000	2	0	0	0	0	2047,175
100000	2	0	0	0	0	2051,175
100000	2	0	0	0	0	2055,175
100000	2	0	0	0	0	2059,175
100000	2	0	0	0	0	2062,074
100000	2	0	0	0	0	2066,074
100000	2	0	0	0	0	2070,074
100000	2	0	0	0	0	2073,82
100000	2	0	0	0	0	2076,047
100000	2	0	0	0	0	2079,501
100000	2	0	0	0	0	2082,456
100000	2	0	0	0	0	2085,756
100000	2	0	0	0	0	2088,349
100000	2	0	0	0	0	2091,088
100000	2	0	0	0	0	2093,995
100000	2	0	0	0	0	2096,537
100000	2	0	0	0	0	2099,208
100000	2	0	0	0	0	2101,364
100000	2	0	0	0	0	2104,12
100000	2	0	0	0	0	2105,892
100000	2	0	0	0	0	2109,892
100000	2	0	0	0	0	2112,052
100000	2	0	0	0	0	2116,052
100000	2	0	0	0	0	2118,048
100000	2	0	0	0	0	2122,048
100000	2	0	0	0	0	2125,165
100000	2	0	0	0	0	2129,165
100000	2	0	0	0	0	2131,66
100000	2	0	0	0	0	2135,66
100000	2	0	0	0	0	2139,66
100000	2	0	0	0	0	2143,66
100000	2	0	0	0	0	2147,66
100000	2	0	0	0	0	2151,66
100000	2	0	0	0	0	2155,66
100000	2	0	0	0	0	2159,66
100000	2	0	0	0	0	2163,66
100000	2	0	0	0	0	2167,66
100000	2	0	0	0	0	2171,66
100000	2	0	0	0	0	2175,66
100000	2	0	0	0	0	2179,66
100000	2	0	0	0	0	2183,66
100000	2	0	0	0	0	2187,66
100000	2	0	0	0	0	2191,66
100000	2	0	0	0	0	2195,66
100000	2	0	0	0	0	2199,66
100000	2	0	0	0	0	2203,66
100000	2	0	0	0	0	2207,66
100000	2	0	0	0	0	2211,66
100000	2	0	0	0	0	2215,66
100000	2	0	0	0	0	2219,66
100000	2	0	0	0	0	2223,66
100000	2	0	0	0	0	2227,66
100000	2	0	0	0	0	2231,66
100000	2	0	0	0	0	2235,66
100000	2	0	0	0	0	2239,66
100000	2	0	0	0	0	2243,66
100000	2	0	0	0	0	2247,66
100000	2	0	0	0	0	2251,66
100000	2	0	0	0	0	2255,66
100000	2	0	0	0	0	2259,66
100000	2	0	0	0	0	2263,66
100000	2	0	0	0	0	2267,66
100000	2	0	0	0	0	2271,66
100000	2	0	0	0	0	2275,66
100000	2	0	0	0	0	2279,66
100000	2	0	0	0	0	2283,66
100000	2	0	0	0	0	2287,66
100000	2	0	0	0	0	2291,66
100000	2	0	0	0	0	2295,66
100000	2	0	0	0	0	2299,66
100000	2	0	0	0	0	2303,66
100000	2	0	0	0	0	2307,66
100000	2	0	0	0	0	2311,66
100000	2	0	0	0	0	2315,66
100000	2	0	0	0	0	2319,66
100000	2	0	0	0	0	2323,66
100000	2	0	0	0	0	2327,66
100000	2	0	0	0	0	2331,66
100000	2	0	0	0	0	2335,66
100000	2	0	0	0	0	2339,66
100000	2	0	0	0	0	2343,66
100000	2	0	0	0	0	2347,66
100000	2	0	0	0	0	2351,66
100000	2	0	0	0	0	2355,66
100000	2	0	0	0	0	2359,66
100000	2	0	0	0	0	2363,66
100000	2	0	0	0	0	2367,66
100000	2	0	0	0	0	2371,66
100000	2	0	0	0	0	2375,66
100000	2	0	0	0	0	2379,66
100000	2	0	0	0	0	2383,66
100000	2	0	0	0	0	2387,66
100000	2	0	0	0	0	2391,66
100000	2	0	0	0	0	2395,66
100000	2	0	0	0	0	2399,66
100000	2	0	0	0	0	2403,66
100000	2	0	0	0	0	2407,66
100000	2	0	0	0	0	2410,964
100000	2	0	0	0	0	2414,964
100000	2	0	0	0	0	2418,129
100000	2	0	0	0	0	2422,129
100000	2	0	0	0	0	2426,129
100000	2	0	0	0	0	2430,129
100000	2	0	0	0	0	2434,129
100000	2	0	0	0	0	2438,129
100000	2	0	0	0	0	2442,129
100000	2	0	0	0	0	2446,129
100000	2	0	0	0	0	2450,129
100000	2	0	0	0	0	2454,129
100000	2	0	0	0	0	2458,129
100000	2	0	0	0	0	2461,532
100000	2	0	0	0	0	2465,042
100000	2	0	0	0	0	2468,023
100000	2	0	0	0	0	2472,023
100000	2	0	0	0	0	2476,023
100000	2	0	0	0	0	2480,023
100000	2	0	0	0	0	2484,023
100000	2	0	0	0	0	2488,023
100000	2	0	0	0	0	2492,023
100000	2	0	0	0	0	2496,023
100000	2	0	0	0	0	2500,023
100000	2	0	0	0	0	2504,023
100000	2	0	0	0	0	2508,023
100000	2	0	0	0	0	2512,023
100000	2	0	0	0	0	2516,023
100000	2	0	0	0	0	2520,023
100000	2	0	0	0	0	2524,023
100000	2	0	0	0	0	2528,023
100000	2	0	0	0	0	2532,023
100000	2	0	0	0	0	2536,023
100000	2	0	0	0	0	2540,023
100000	2	0	0	0	0	2544,023
100000	2	0	0	0	0	2548,023
100000	2	0	0	0	0	2552,023
100000	2	0	0	0	0	2556,023
100000	2	0	0	0	0	2560,023
100000	2	0	0	0	0	2564,023
100000	2	0	0	0	0	2568,023
100000	2	0	0	0	0	2572,023
100000	2	0	0	0	0	2576,023
100000	2	0	0	0	0	2580,023
100000	2	0	0	0	0	2584,023
100000	2	0	0	0	0	2588,023
100000	2	0	0	0	0	2592,023
100000	2	0	0	0	0	2596,023
100000	2	0	0	0	0	2600,023
100000	2	0	0	0	0	2604,023
100000	2	0	0	0	0	2608,023
100000	2	0	0	0	0	2612,023
100000	2	0	0	0	0	2616,023
100000	2	0	0	0	0	2620,023
100000	2	0	0	0	0	2624,023
100000	2	0	0	0	0	2628,023
100000	2	0	0	0	0	2632,023
100000	2	0	0	0	0	2636,023
100000	2	0	0	0	0	2640,023
100000	2	0	0	0	0	2644,023
100000	2	0	0	0	0	2648,023
100000	2	0	0	0	0	2652,023
100000	2	0	0	0	0	2656,023
100000	2	0	0	0	0	2660,023
100000	2	0	0	0	0	2664,023
100000	2	0	0	0	0	2668,023
100000	2	0	0	0	0	2672,023
100000	2	0	0	0	0	2676,023
100000	2	0	0	0	0	2680,023
100000	2	0	0	0	0	2684,023
100000	2	0	0	0	0	2688,023
100000	2	0	0	0	0	2692,023
100000	2	0	0	0	0	2696,023
100000	2	0	0	0	0	2700,023
100000	2	0	0	0	0	2704,023
100000	2	0	0	0	0	2708,023
100000	2	0	0	0	0	2712,023
100000	2	0	0	0	0	2716,023
100000	2	0	0	0	0	2720,023
100000	2	0	0	0	0	2724,023
100000	2	0	0	0	0	2728,023
100000	2	0	0	0	0	2732,023
100000	2	0	0	0	0	2736,023
100000	2	0	0	0	0	2740,023
100000	2	0	0	0	0	2744,023
100000	2	0	0	0	0	2748,023
100000	2	0	0	0	0	2752,023
100000	2	0	0	0	0	2756,023
100000	2	0	0	0	0	2760,023
100000	2	0	0	0	0	2764,023
100000	2	0	0	0	0	2768,023
100000	2	0	0	0	0	2771,878
100000	2	0	0	0	0	2775,878
100000	2	0	0	0	0	2779,878
100000	2	0	0	0	0	2782,037
100000	2	0	0	0	0	2786,037
100000	2	0	0	0	0	2790,037
100000	2	0	0	0	0	2793,443
100000	2	0	0	0	0	2796,311
100000	2	0	0	0	0	2800,311
100000	2	0	0	0	0	2804,311
100000	2	0	0	0	0	2808,311
100000	2	0	0	0	0	2812,311
100000	2	0	0	0	0	2816,311
100000	2	0	0	0	0	2820,311
100000	2	0	0	0	0	2824,311
100000	2	0	0	0	0	2828,311
100000	2	0	0	0	0	2832,311
100000	2	0	0	0	0	2836,311
100000	2	0	0	0	0	2840,311
100000	2	0	0	0	0	2844,311
